title,genre,overview
Deadwood: The Movie,"['TV Movie', 'Western', 'Drama']","['follow', '10year', 'reunion', 'deadwood', 'camp', 'celebrate', 'south', 'dakotas', 'statehood', 'former', 'rivalries', 'reignited', 'alliances', 'tested', 'old', 'wounds', 'reopened', 'left', 'navigate', 'inevitable', 'changes', 'modernity', 'time', 'wrought']"
Dragon Ball GT: A Hero's Legacy,"['Animation', 'Family', 'Fantasy']","['son', 'goku', 'jr', 'greatgreatgreatgreatgrandson', 'legendary', 'martial', 'artist', 'son', 'goku', 'however', 'unlike', 'predecessor', 'hes', 'brave', 'fighter', 'hes', 'constantly', 'picked', 'school', 'bullies', 'grandmother', 'pan', 'sees', 'shes', 'worried', 'even', 'though', 'goku', 'jr', 'strong', 'powerful', 'saiyan', 'kind', 'heart', 'pan', 'loves', 'pan', 'gets', 'sick', 'goku', 'jr', 'realizes', 'must', 'something', 'doesnt', 'want', 'lose', 'pan', 'remember', 'legends', 'dragon', 'balls', 'told', 'granted', 'wish', 'bearer', 'goku', 'jr', 'needs', 'magical', 'wish', 'ever']"
Sid and Nancy,"['Drama', 'Romance']","['january', '1978', 'success', 'england', 'punk', 'rock', 'band', 'sex', 'pistols', 'venture', 'tour', 'southern', 'united', 'states', 'temperamental', 'bassist', 'sid', 'vicious', 'forced', 'band', 'mates', 'travel', 'without', 'troubled', 'girlfriend', 'nancy', 'spungen', 'meet', 'new', 'york', 'band', 'breaks', 'sid', 'begins', 'solo', 'career', 'hostile', 'city', 'turbulent', 'couple', 'definitely', 'falls', 'depths', 'drug', 'addiction']"
Cat's Eye,"['Horror', 'Thriller']","['three', 'short', 'stories', 'linked', 'stray', 'cat', 'roams', 'one', 'tale', 'next', 'creepy', 'triptych', 'begins', 'dick', 'tries', 'quit', 'smoking', 'means', 'necessary', 'next', 'meet', 'johnny', 'adulterous', 'man', 'whos', 'forced', 'lovers', 'husband', 'onto', 'buildings', 'hazardous', 'ledge', 'finally', 'amanda', 'threatened', 'evil', 'gnome', 'throws', 'suspicion', 'family', 'cat']"
Michael Clayton,"['Drama', 'Thriller', 'Mystery', 'Crime']","['law', 'firm', 'brings', 'fixer', 'remedy', 'situation', 'lawyer', 'breakdown', 'representing', 'chemical', 'company', 'knows', 'guilty', 'multibillion', 'dollar', 'class', 'action', 'suit']"
Afterlife of the Party,"['Fantasy', 'Comedy', 'Drama']","['social', 'butterfly', 'dies', 'birthday', 'week', 'given', 'second', 'chance', 'right', 'wrongs', 'earth']"
Blade,"['Horror', 'Action']","['daywalker', 'known', 'blade', 'halfvampire', 'halfmortal', 'man', 'becomes', 'protector', 'humanity', 'underground', 'army', 'vampires']"
The Enforcer,"['Crime', 'Action']","['dirty', 'harry', 'callahan', 'returns', 'time', 'saddled', 'rookie', 'female', 'partner', 'together', 'must', 'stop', 'terrorist', 'group', 'consisting', 'angry', 'vietnam', 'veterans']"
Kickboxer,"['Action', 'Thriller', 'Drama']","['enemy', 'refuses', 'humbled', 'destroy', 'accompanied', 'brother', 'kurt', 'van', 'damme', 'american', 'kickboxing', 'champion', 'eric', 'sloane', 'dennis', 'alexio', 'arrives', 'thailand', 'defeat', 'eastern', 'warriors', 'sport', 'opponent', 'ruthless', 'fighter', 'thai', 'champion', 'tong', 'po', 'tong', 'defeats', 'eric', 'paralyzes', 'life', 'crazed', 'anger', 'kurt', 'vows', 'revenge']"
Thor,"['Adventure', 'Fantasy', 'Action']","['father', 'odins', 'mighty', 'thor', 'powerful', 'arrogant', 'warrior', 'god', 'recklessly', 'reignites', 'ancient', 'war', 'thor', 'cast', 'earth', 'forced', 'live', 'among', 'humans', 'punishment', 'thor', 'learns', 'takes', 'true', 'hero', 'dangerous', 'villain', 'world', 'sends', 'darkest', 'forces', 'asgard', 'invade', 'earth']"
Till Death,"['Horror', 'Thriller']","['romantic', 'evening', 'secluded', 'lake', 'house', 'woman', 'wakes', 'handcuffed', 'dead', 'husband', 'trapped', 'isolated', 'dead', 'winter', 'must', 'fight', 'hired', 'killers', 'escape', 'late', 'spouses', 'twisted', 'plan']"
Bring It On: Fight to the Finish,['Comedy'],"['mother', 'falls', 'wealthy', 'man', 'lina', 'cruz', 'must', 'move', 'new', 'stepfather', 'transfer', 'urban', 'east', 'los', 'angeles', 'public', 'high', 'school', 'exclusive', 'prep', 'school', 'malibu', 'struggles', 'fit', 'affluent', 'new', 'peers', 'snooty', 'cheerleading', 'captain', 'avery', 'blocks', 'lina', 'varsity', 'lina', 'recruits', 'best', 'friends', 'old', 'school', 'help', 'whip', 'pathetic', 'junior', 'varsity', 'cheerleading', 'squad', 'sea', 'lions', 'fighting', 'shape']"
Memphis Belle,"['Drama', 'War', 'Action']","['memphis', 'belle', 'world', 'war', 'ii', 'bomber', 'piloted', 'young', 'crew', 'dangerous', 'bombing', 'raids', 'europe', 'crew', 'make', 'one', 'bombing', 'raid', 'finished', 'duty', 'go', 'home', 'briefing', 'last', 'flight', 'crew', 'discover', 'target', 'day', 'dresden', 'heavilydefended', 'city', 'invariably', 'causes', 'many', 'allied', 'casualties']"
Ravenous,"['Adventure', 'Horror', 'Western', 'Comedy']","['upon', 'receiving', 'reports', 'missing', 'persons', 'fort', 'spencer', 'remote', 'army', 'outpost', 'western', 'frontier', 'capt', 'john', 'boyd', 'investigates', 'arriving', 'new', 'post', 'boyd', 'regiment', 'aid', 'wounded', 'frontiersman', 'recounts', 'horrifying', 'tale', 'wagon', 'train', 'murdered', 'supposed', 'guide', 'vicious', 'us', 'army', 'colonel', 'gone', 'rogue', 'fearing', 'worst', 'regiment', 'heads', 'wilderness', 'verify', 'gruesome', 'claims']"
My Brother Is an Only Child,"['Comedy', 'Drama', 'History']","['accio', 'manrico', 'two', 'workingclass', 'brothers', '1960s', 'italy', 'older', 'manrico', 'handsome', 'charismatic', 'loved', 'younger', 'accio', 'sulky', 'hotheaded', 'treats', 'life', 'battleground—much', 'parents', 'chagrin', 'former', 'drawn', 'leftwing', 'politics', 'accio', 'joins', 'fascists', 'spite', 'flimsy', 'beliefs', 'put', 'test', 'falls', 'love', 'manricos', 'likeminded', 'girlfriend']"
The Italian Job,"['Action', 'Crime']","['charlie', 'croker', 'pulled', 'crime', 'lifetime', 'one', 'thing', 'didnt', 'plan', 'doublecrossed', 'along', 'dropdead', 'gorgeous', 'safecracker', 'croker', 'team', 'take', 'resteal', 'loot', 'end', 'pulsepounding', 'pedaltothemetal', 'chase', 'careens', 'streets', 'los', 'angeles']"
Prince of Darkness,['Horror'],"['research', 'team', 'finds', 'mysterious', 'cylinder', 'deserted', 'church', 'opened', 'could', 'mean', 'end', 'world']"
In the Valley of Elah,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']","['career', 'officer', 'wife', 'work', 'police', 'detective', 'uncover', 'truth', 'behind', 'sons', 'disappearance', 'following', 'return', 'tour', 'duty', 'iraq']"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,['Comedy'],"['kazakh', 'journalist', 'borat', 'sagdiyev', 'travels', 'america', 'make', 'documentary', 'zigzags', 'across', 'nation', 'borat', 'meets', 'real', 'people', 'real', 'situations', 'hysterical', 'consequences', 'backwards', 'behavior', 'generates', 'strong', 'reactions', 'around', 'exposing', 'prejudices', 'hypocrisies', 'american', 'culture']"
The World Is Yours,"['Comedy', 'Crime']","['escape', 'life', 'crime', 'paris', 'drug', 'dealer', 'takes', 'one', 'last', 'job', 'involving', 'spain', 'unhinged', 'gangsters', 'longtime', 'crush', 'scheming', 'mother']"
Niagara,"['Thriller', 'Crime']","['rose', 'loomis', 'older', 'gloomier', 'husband', 'george', 'vacationing', 'cabin', 'niagara', 'falls', 'ny', 'couple', 'befriend', 'polly', 'ray', 'cutler', 'honeymooning', 'area', 'polly', 'begins', 'suspect', 'something', 'amiss', 'rose', 'george', 'suspicions', 'grow', 'sees', 'rose', 'arms', 'another', 'man', 'ray', 'initially', 'thinks', 'polly', 'overreacting', 'things', 'george', 'rose', 'soon', 'take', 'shockingly', 'dark', 'turn']"
Ultimate Avengers: The Movie,"['Action', 'Animation', 'Family', 'Adventure', 'Science Fiction']","['nuclear', 'missile', 'fired', 'washington', '1945', 'captain', 'america', 'managed', 'detonate', 'upper', 'atmosphere', 'fell', 'miles', 'icy', 'depths', 'north', 'atlantic', 'remained', 'lost', 'sixty', 'years', 'world', 'facing', 'evil', 'captain', 'america', 'must', 'rise', 'last', 'hope', 'survival']"
Wyatt Earp,"['Western', 'Drama', 'Action', 'Adventure']","['wichita', 'dodge', 'city', 'ok', 'corral', 'tombstone', 'wyatt', 'earp', 'taught', 'nothing', 'matters', 'family', 'law', 'joined', 'brothers', 'doc', 'holliday', 'earp', 'wages', 'war', 'dreaded', 'clanton', 'mclaury', 'gangs']"
Batman: Soul of the Dragon,"['Animation', 'Action', 'Adventure', 'Crime', 'Fantasy']","['bruce', 'wayne', 'faces', 'deadly', 'menace', 'past', 'help', 'three', 'former', 'classmates', 'worldrenowned', 'martial', 'artists', 'richard', 'dragon', 'ben', 'turner', 'lady', 'shiva']"
The Mortuary Collection,"['Fantasy', 'Horror']","['phantasmagorical', 'town', 'ravens', 'end', 'misguided', 'young', 'girl', 'takes', 'refuge', 'decrepit', 'old', 'mortuary', 'eccentric', 'undertaker', 'chronicles', 'strange', 'history', 'town', 'series', 'twisted', 'tales', 'terrifying', 'last', 'young', 'girls', 'world', 'unhinged', 'discovers', 'final', 'story']"
How the Grinch Stole Christmas,"['Family', 'Comedy', 'Fantasy']","['grinch', 'decides', 'rob', 'whoville', 'christmas', 'dash', 'kindness', 'little', 'cindy', 'lou', 'family', 'may', 'enough', 'melt', 'heart']"
Panic Room,"['Crime', 'Drama', 'Thriller']","['trapped', 'new', 'york', 'brownstones', 'panic', 'room', 'hidden', 'chamber', 'built', 'sanctuary', 'event', 'breakins', 'newly', 'divorced', 'meg', 'altman', 'young', 'daughter', 'sarah', 'play', 'deadly', 'game', 'catandmouse', 'three', 'intruders', 'burnham', 'raoul', 'junior', 'brutal', 'home', 'invasion', 'room', 'focal', 'point', 'intruders', 'really', 'want', 'inside']"
One Man and his Cow,"['Drama', 'Comedy']","['algerian', 'mans', 'lifelong', 'dream', 'finally', 'comes', 'true', 'receives', 'invitation', 'take', 'cow', 'jacqueline', 'paris', 'international', 'agriculture', 'fair']"
The Restaurant,['Comedy'],"['great', 'french', 'restaurants', 'owner', 'monsieur', 'septime', 'thrust', 'intrigue', 'crime', 'one', 'famous', 'guests', 'disappears']"
The Majestic,"['Drama', 'Romance']","['set', '1951', 'blacklisted', 'hollywood', 'writer', 'gets', 'car', 'accident', 'loses', 'memory', 'settles', 'small', 'town', 'mistaken', 'longlost', 'son']"
Klute,"['Thriller', 'Mystery', 'Crime']","['highpriced', 'call', 'girl', 'forced', 'depend', 'reluctant', 'private', 'eye', 'stalked', 'psychopath']"
Roald Dahl's Matilda the Musical,"['Family', 'Comedy', 'Fantasy']","['extraordinary', 'young', 'girl', 'discovers', 'superpower', 'summons', 'remarkable', 'courage', 'odds', 'help', 'others', 'change', 'stories', 'whilst', 'also', 'taking', 'charge', 'destiny', 'standing', 'whats', 'right', 'shes', 'met', 'miraculous', 'results']"
Teen Beach 2,"['TV Movie', 'Family', 'Comedy', 'Fantasy']","['characters', 'movie', 'musical', '“', 'wet', 'side', 'story', '”', 'get', 'stuck', 'real', 'world', 'teens', 'brady', 'mack', 'must', 'find', 'way', 'return', 'home']"
Shadows and Fog,"['Comedy', 'Mystery', 'Crime']","['serial', 'strangler', 'loose', 'bookkeeper', 'wanders', 'around', 'town', 'searching', 'vigilante', 'group', 'intent', 'catching', 'killer']"
The Big Kahuna,"['Comedy', 'Drama']","['three', 'salesmen', 'working', 'firm', 'makes', 'industrial', 'lubricants', 'waiting', 'companys', 'hospitality', 'suite', 'manufacturers', 'convention', 'big', 'kahuna', 'named', 'dick', 'fuller', 'show', 'hopes', 'persuade', 'place', 'order', 'could', 'salvage', 'companys', 'flagging', 'sales']"
The Rookie,"['Drama', 'Family']","['jim', 'morris', 'never', 'made', 'minor', 'leagues', 'shoulder', 'injury', 'ended', 'pitching', 'career', 'twelve', 'years', 'ago', 'marriedwithchildren', 'highschool', 'chemistry', 'teacher', 'baseball', 'coach', 'texas', 'jims', 'team', 'makes', 'deal', 'win', 'district', 'championship', 'jim', 'try', 'majorleague', 'organization', 'bet', 'proves', 'incentive', 'enough', 'team', 'go', 'worst', 'first', 'making', 'state', 'first', 'time', 'history', 'school', 'jim', 'forced', 'live', 'end', 'deal', 'nearly', 'laughed', 'tryout', 'fielduntil', 'gets', 'onto', 'mound', 'confounds', 'scouts', 'clocking', 'successive', '98', 'mph', 'fastballs', 'good', 'enough', 'minorleague', 'contract', 'tampa', 'bay', 'devil', 'rays', 'jims', 'still', 'got', 'lot', 'pitches', 'throw', 'makes', 'show', 'bigleague', 'dreams', 'revived', 'theres', 'telling', 'could', 'go']"
The Rescuers,"['Fantasy', 'Family', 'Animation', 'Adventure']","['two', 'little', 'mice', 'possibly', 'save', 'orphan', 'girl', 'whos', 'fallen', 'evil', 'hands', 'little', 'cooperation', 'faith', 'oneself', 'anything', 'possible', 'members', 'mouserun', 'international', 'rescue', 'aid', 'society', 'bernard', 'miss', 'bianca', 'respond', 'orphan', 'pennys', 'call', 'help', 'two', 'mice', 'search', 'clues', 'help', 'old', 'cat', 'named', 'rufus']"
How to Lose a Guy in 10 Days,"['Comedy', 'Romance']","['it', '’', 's', 'battle', 'wills', 'andie', 'kate', 'hudson', 'needs', 'prove', 'dump', 'guy', '10', 'days', 'whereas', 'ben', 'matthew', 'mcconaughey', 'needs', 'prove', 'win', 'girl', '10', 'days', 'clock', 'ticking', 'wildly', 'entertaining', 'comedy', 'smash', 'running', 'irresistible', 'tale', 'sex', 'lies', 'outrageous', 'romantic', 'fireworks']"
Ali,['Drama'],"['1964', 'brash', 'new', 'pro', 'boxer', 'fresh', 'olympic', 'gold', 'medal', 'victory', 'explodes', 'onto', 'scene', 'cassius', 'clay', 'bold', 'outspoken', 'cuts', 'entirely', 'new', 'image', 'african', 'americans', 'sport', 'proud', 'public', 'selfconfidence', 'unapologetic', 'belief', 'greatest', 'boxer', 'time', 'yet', 'top', 'game', 'alis', 'personal', 'professional', 'lives', 'face', 'ultimate', 'test']"
Napoleon Dynamite,['Comedy'],"['listless', 'alienated', 'teenager', 'decides', 'help', 'new', 'friend', 'win', 'class', 'presidency', 'small', 'western', 'high', 'school', 'must', 'deal', 'bizarre', 'family', 'life', 'back', 'home']"
Anna and the King,"['Drama', 'Romance', 'History']","['story', 'romance', 'king', 'siam', 'thailand', 'widowed', 'british', 'school', 'teacher', 'anna', 'leonowens', '1860s', 'anna', 'teaches', 'children', 'becomes', 'romanced', 'king', 'convinces', 'man', 'loved', 'one', 'woman']"
Samaritan,"['Science Fiction', 'Crime', 'Action']","['thirteen', 'year', 'old', 'sam', 'cleary', 'suspects', 'mysteriously', 'reclusive', 'neighbor', 'mr', 'smith', 'actually', 'legendary', 'vigilante', 'samaritan', 'reported', 'dead', '25', 'years', 'ago', 'crime', 'rise', 'city', 'brink', 'chaos', 'sam', 'makes', 'mission', 'coax', 'neighbor', 'hiding', 'save', 'city', 'ruin']"
Peninsula,"['Horror', 'Adventure', 'Action', 'Thriller']","['soldier', 'team', 'battle', 'hordes', 'postapocalyptic', 'zombies', 'wastelands', 'korean', 'peninsula']"
Jurassic World Dominion,"['Adventure', 'Action', 'Science Fiction']","['four', 'years', 'isla', 'nublar', 'destroyed', 'dinosaurs', 'live—and', 'hunt—alongside', 'humans', 'world', 'fragile', 'balance', 'reshape', 'future', 'determine', 'whether', 'human', 'beings', 'remain', 'apex', 'predators', 'ona', 'planet', 'share', 'historys', 'fearsome', 'creatures']"
Super 8,"['Thriller', 'Science Fiction', 'Mystery']","['1979', 'ohio', 'several', 'youngsters', 'making', 'zombie', 'movie', 'super8', 'camera', 'midst', 'filming', 'friends', 'witness', 'horrifying', 'train', 'derailment', 'lucky', 'escape', 'lives', 'soon', 'discover', 'catastrophe', 'accident', 'series', 'unexplained', 'events', 'disappearances', 'soon', 'follows', 'deputy', 'jackson', 'lamb', 'father', 'one', 'kids', 'searches', 'terrifying', 'truth', 'behind', 'crash']"
Capricorn One,"['Drama', 'Action', 'Thriller', 'Science Fiction']","['order', 'protect', 'reputation', 'american', 'space', 'program', 'team', 'nasa', 'administrators', 'turn', 'first', 'mars', 'mission', 'phony', 'mars', 'landing', 'threat', 'harm', 'families', 'astronauts', 'play', 'part', 'deception', 'staged', 'set', 'deserted', 'military', 'base', 'real', 'ship', 'returns', 'earth', 'burns', 'reentry', 'astronauts', 'become', 'liabilities', 'help', 'crusading', 'reporter', 'must', 'battle', 'sinister', 'conspiracy', 'stop', 'nothing', 'keep', 'truth', 'hidden']"
Asterix in Britain,"['Family', 'Animation', 'Adventure', 'Comedy']","['one', 'little', 'ancient', 'british', 'village', 'still', 'holds', 'roman', 'invaders', 'asterix', 'obelix', 'invited', 'help', 'must', 'face', 'fog', 'rain', 'warm', 'beer', 'boiled', 'boar', 'mint', 'sauce', 'soon', 'governor', 'encyclopaedius', 'britannicuss', 'romans', 'declining', 'falling', 'wild', 'race', 'barrel', 'magic', 'potion', 'lands', 'drink']"
Monster's Ball,"['Drama', 'Romance']","['prison', 'guard', 'begins', 'tentative', 'romance', 'unsuspecting', 'widow', 'man', 'whose', 'execution', 'presided']"
Danny Collins,"['Music', 'Comedy', 'Drama']","['ageing', 'hardliving', '1970s', 'rock', 'star', 'decides', 'change', 'life', 'discovers', '40yearold', 'undelivered', 'letter', 'written', 'john', 'lennon']"
The Messenger,"['Drama', 'Romance']","['montgomery', 'us', 'army', 'staff', 'sergeant', 'returned', 'home', 'iraq', 'assigned', 'army', '’', 's', 'casualty', 'notification', 'service', 'montgomery', 'partnered', 'captain', 'tony', 'stone', 'give', 'notice', 'families', 'fallen', 'soldiers', 'sergeant', 'drawn', 'olivia', 'pitterson', 'delivered', 'news', 'husband', '’', 's', 'death']"
The Tiger and the Snow,"['Comedy', 'Drama', 'Romance']","['love', 'injury', 'time', 'war', 'attilio', 'de', 'giovanni', 'teaches', 'poetry', 'italy', 'romantic', 'soul', 'women', 'love', 'love', 'vittoria', 'love', 'unrequited', 'every', 'night', 'dreams', 'marrying', 'boxer', 'shorts', 'tshirt', 'tom', 'waits', 'sings', 'vittoria', 'travels', 'iraq', 'friend', 'fuad', 'poet', 'second', 'gulf', 'war', 'breaks', 'vittoria', 'injured', 'attilio', 'must', 'get', 'side', 'war', 'rages', 'around', 'must', 'find', 'medical', 'care', 'needs', 'war', 'love', 'conquer']"
